gene	transcript	chromosome	start_position	end_position
EFEMP1	ENST00000394555	2	56093102	56151274
MAPKAP1	ENST00000265960	9	128199672	128469513
ATP1B1	ENST00000367816	1	169074935	169101960
ELFN1	ENST00000424383	7	1727755	1787590
SMCHD1	ENST00000320876	18	2655737	2805015
FBXW2	ENST00000608872	9	123514256	123555690
GGA1	ENST00000343632	22	38004481	38029571
CAMSAP3	ENST00000446248	19	7660788	7683190
AHR	ENST00000242057	7	17338246	17385776
DMD	ENST00000357033	X	31115794	33357558
PPP1R10	ENST00000376511	6	30568177	30586389
HDLBP	ENST00000391975	2	242166679	242256476
ZNF609	ENST00000326648	15	64752941	64978264
ARHGAP42	ENST00000298815	11	100558384	100862668
OCRL	ENST00000371113	X	128673826	128726538
RICTOR	ENST00000357387	5	38938021	39074510
ZNF541	ENST00000314121	19	48023942	48059113
FASN	ENST00000306749	17	80036214	80056208
ATAD2B	ENST00000238789	2	23971534	24149984
PCIF1	ENST00000372409	20	44563267	44576662
DENND5B	ENST00000389082	12	31535157	31744031
HOOK3	ENST00000307602	8	42752075	42885682
ARHGEF2	ENST00000361247	1	155916630	155976861
XPR1	ENST00000367590	1	180601140	180859387
INTS10	ENST00000397977	8	19674651	19709594
USP3	ENST00000380324	15	63796793	63886839
MARK2	ENST00000402010	11	63606400	63678491
IKZF1	ENST00000439701	7	50343720	50472799
CDH11	ENST00000268603	16	64977656	65160015
KDM4A	ENST00000372396	1	44115829	44171186
RREB1	ENST00000379938	6	7107830	7252213
CHD4	ENST00000357008	12	6679249	6716642
HIPK2	ENST00000406875	7	139246316	139477577
NR2E1	ENST00000368986	6	108487262	108510013
KPNA4	ENST00000334256	3	160212783	160283376
CHD5	ENST00000262450	1	6161853	6240183
PLXND1	ENST00000324093	3	129274018	129325661
RXRA	ENST00000481739	9	137208944	137332431
LRRC7	ENST00000035383	1	70034081	70617628
ZFC3H1	ENST00000378743	12	72003252	72061505
UBE4B	ENST00000343090	1	10092890	10241297
DOCK3	ENST00000266037	3	50712672	51421629
DMXL2	ENST00000543779	15	51739908	51915030
PELP1	ENST00000574876	17	4574679	4607632
TXLNG	ENST00000380122	X	16804550	16862642
UNC13A	ENST00000519716	19	17712137	17799401
MAT2A	ENST00000306434	2	85766288	85772403
HECTD1	ENST00000399332	14	31569318	31677010
KCNQ2	ENST00000359125	20	62037542	62103993
TANC2	ENST00000424789	17	61086917	61505060
PPP3CA	ENST00000394854	4	101944566	102269435
LARP4B	ENST00000316157	10	855484	977564
EPC2	ENST00000258484	2	149402009	149545130
ROBO2	ENST00000487694	3	75955846	77699115
MAST1	ENST00000251472	19	12944765	12985765
POLR2A	ENST00000322644	17	7387685	7417933
GRIPAP1	ENST00000376441	X	48830134	48858675
PSMD11	ENST00000261712	17	30771279	30810336
TNRC6A	ENST00000395799	16	24741016	24838953
ESPL1	ENST00000257934	12	53662083	53687427
CUL5	ENST00000393094	11	107879459	107978503
FBRS	ENST00000356166	16	30669752	30682135
SAP130	ENST00000357702	2	128698791	128785694
ALG13	ENST00000394780	X	110909043	111003877
SMAD5	ENST00000545279	5	135468534	135524435
GNB2L1	ENST00000512805	5	180663909	180675096
SLIT2	ENST00000504154	4	20254883	20622184
PPM1A	ENST00000325642	14	60712470	60765805
PPP4R2	ENST00000356692	3	73045936	73118350
GSPT1	ENST00000434724	16	11961985	12009939
PIP4K2B	ENST00000269554	17	36921942	36956379
ZFX	ENST00000379177	X	24167290	24234372
KANSL3	ENST00000431828	2	97258907	97308524
RORC	ENST00000318247	1	151778547	151804348
ZNF800	ENST00000393313	7	126986844	127071978
DPF2	ENST00000528416	11	65101225	65120720
APC	ENST00000457016	5	112043195	112181936
FKBP8	ENST00000608443	19	18642561	18654887
OPHN1	ENST00000355520	X	67262186	67653755
USP48	ENST00000308271	1	22004791	22110099
KDM6A	ENST00000377967	X	44732757	44971847
CAPZA2	ENST00000361183	7	116451124	116562103
NPM1	ENST00000296930	5	170814120	170838141
PSMD12	ENST00000356126	17	65334032	65362743
ZNF131	ENST00000509634	5	43065278	43192123
GPC3	ENST00000394299	X	132669773	133119922
GRAMD4	ENST00000406902	22	46971909	47075688
KIF2A	ENST00000407818	5	61601989	61833076
FGD5	ENST00000285046	3	14860469	14975895
CKAP5	ENST00000529230	11	46764598	46867847
UPF1	ENST00000262803	19	18942747	18979045
UTP14A	ENST00000394422	X	129040097	129063737
CHD1	ENST00000284049	5	98190908	98262240
ZBTB2	ENST00000325144	6	151685252	151712683
CPSF6	ENST00000435070	12	69633317	69668138
FAM120A	ENST00000277165	9	96214004	96328397
WDR43	ENST00000407426	2	29117509	29171088
CUX1	ENST00000360264	7	101458959	101927249
ZNF865	ENST00000568956	19	56116771	56128635
MAPK8IP1	ENST00000241014	11	45907202	45928016
CDK19	ENST00000368911	6	110931181	111137161
NFKB2	ENST00000369966	10	104153867	104162281
KDM5A	ENST00000399788	12	389295	498620
TEX10	ENST00000374902	9	103064359	103115221
KIAA0947	ENST00000296564	5	5420777	5490347
MDM2	ENST00000462284	12	69201956	69239214
CASKIN1	ENST00000343516	16	2227184	2246526
MYC	ENST00000377970	8	128747680	128753674
CLK2	ENST00000361168	1	155232659	155248282
PAX5	ENST00000358127	9	36833272	37034103
ZNF608	ENST00000306315	5	123972608	124084500
DSCAML1	ENST00000321322	11	117298489	117688240
CCNJ	ENST00000465148	10	97803151	97820627
CCNK	ENST00000389879	14	99947506	100001381
TLK1	ENST00000431350	2	171847333	172087824
LARP1	ENST00000336314	5	154092462	154197167
ARIH1	ENST00000379887	15	72766667	72879692
LRRC4	ENST00000249363	7	127667124	127672160
RBFOX3	ENST00000415831	17	77085427	77613550
ZNF629	ENST00000262525	16	30789778	30798523
KDM5C	ENST00000375401	X	53220503	53254604
PHF6	ENST00000332070	X	133507283	133562820
DICER1	ENST00000526495	14	95552565	95624347
GRIN2D	ENST00000263269	19	48898132	48948188
RPL5	ENST00000370321	1	93297582	93307481
PHF23	ENST00000320316	17	7138347	7143041
SIPA1L1	ENST00000555818	14	71787166	72207946
MYH10	ENST00000360416	17	8377523	8534079
GABBR2	ENST00000259455	9	101050391	101471479
CECR2	ENST00000262608	22	17840837	18037850
F9	ENST00000218099	X	138612917	138645617
PAK7	ENST00000378429	20	9518036	9819689
USP11	ENST00000218348	X	47092089	47107727
PPP1R9B	ENST00000316878	17	48211104	48227991
SFSWAP	ENST00000541286	12	132195626	132284282
HNF1B	ENST00000225893	17	36046435	36105237
NOP2	ENST00000382421	12	6666029	6677857
TMEM63B	ENST00000259746	6	44094651	44123256
STAU1	ENST00000371856	20	47729878	47804904
ARPC2	ENST00000295685	2	219081817	219119079
CSK	ENST00000220003	15	75074398	75095539
SOX9	ENST00000245479	17	70117161	70122561
NCOR2	ENST00000405201	12	124808961	125052135
ANK1	ENST00000265709	8	41510739	41754280
ZNF236	ENST00000253159	18	74534563	74682683
ABCA2	ENST00000341511	9	139901686	139923367
PPP1R16B	ENST00000299824	20	37434348	37551667
RC3H2	ENST00000373670	9	125606835	125667620
PAX6	ENST00000419022	11	31806340	31839509
CENPI	ENST00000372927	X	100353178	100418670
ZNF638	ENST00000409544	2	71503691	71662199
NACC1	ENST00000292431	19	13228917	13251955
PDGFRA	ENST00000257290	4	55095264	55164414
CADM4	ENST00000222374	19	44126520	44143991
ACVR2A	ENST00000241416	2	148602086	148688393
TRIM9	ENST00000298355	14	51441980	51562779
DYRK2	ENST00000344096	12	68042118	68059186
TRPC5	ENST00000262839	X	111017543	111326004
C7orf60	ENST00000297145	7	112459202	112579971
MKL2	ENST00000318282	16	14165178	14360630
GPATCH8	ENST00000591680	17	42472652	42580798
ESCO1	ENST00000269214	18	19109242	19180845
GRID2	ENST00000282020	4	93225550	94695707
WEE1	ENST00000450114	11	9595228	9615004
MBTPS2	ENST00000379484	X	21857754	21903542
PRPF4B	ENST00000337659	6	4021501	4065217
ZNF654	ENST00000309495	3	88188254	88193815
CHD9	ENST00000566029	16	53088945	53363062
KIF1B	ENST00000263934	1	10270863	10441661
RNF2	ENST00000367510	1	185014496	185071740
DAGLA	ENST00000257215	11	61447905	61514473
MNT	ENST00000174618	17	2287354	2304412
PRKCD	ENST00000394729	3	53190025	53226733
KDM4B	ENST00000159111	19	4969125	5153606
CELF1	ENST00000532048	11	47487496	47587121
ANKRD28	ENST00000399451	3	15708743	15901278
MEN1	ENST00000337652	11	64570982	64578766
SYVN1	ENST00000377190	11	64889252	64902004
FZR1	ENST00000395095	19	3506271	3538328
ZFP91	ENST00000316059	11	58346584	58388515
ARMC8	ENST00000481646	3	137906109	138017231
CAMTA1	ENST00000303635	1	6845384	7829766
LIN54	ENST00000340417	4	83831126	83934079
TRIM71	ENST00000383763	3	32859510	32939318
NKAP	ENST00000371410	X	119059014	119077735
TFAP4	ENST00000204517	16	4307187	4323076
ACVR1B	ENST00000541224	12	52345451	52390862
PSMD4	ENST00000368884	1	151227179	151239955
FBLN5	ENST00000342058	14	92335756	92414331
EEF2	ENST00000309311	19	3976054	3985467
ISY1-RAB43	ENST00000418265	3	128806418	128879879
CFLAR	ENST00000309955	2	201980827	202041410
OTUD5	ENST00000156084	X	48779305	48815648
HIVEP1	ENST00000379388	6	12008995	12165232
GTF3C1	ENST00000356183	16	27470876	27561234
ENAH	ENST00000366844	1	225674537	225840844
FOXO1	ENST00000379561	13	41129804	41240734
TNRC6B	ENST00000454349	22	40440821	40731812
EEF1G	ENST00000329251	11	62327073	62342401
TENM4	ENST00000278550	11	78363876	79151992
KLF4	ENST00000374672	9	110247133	110252763
SEC24C	ENST00000339365	10	75504120	75531919
CTDSPL2	ENST00000260327	15	44719432	44821236
JADE2	ENST00000395003	5	133860003	133918918
PCGF1	ENST00000233630	2	74732170	74735707
TTC28	ENST00000397906	22	28374004	29075853
GATA6	ENST00000269216	18	19749404	19782491
SCN3A	ENST00000283254	2	165944032	166060577
PSME3	ENST00000293362	17	40976402	40995774
TET1	ENST00000373644	10	70320413	70454239
NUP153	ENST00000262077	6	17615269	17706656
CELF2	ENST00000450189	10	11047259	11378674
DDX6	ENST00000264018	11	118620034	118661858
BAG6	ENST00000375964	6	31606805	31620482
EPHA4	ENST00000281821	2	222282747	222438922
MKLN1	ENST00000352689	7	130794855	131181395
ZMYM4	ENST00000314607	1	35734568	35887659
PPP2R5D	ENST00000485511	6	42952237	42980080
ANAPC2	ENST00000323927	9	140069236	140082989
FOXP1	ENST00000491238	3	71003844	71633140
TDRD1	ENST00000251864	10	115939029	115992063
MAP4K4	ENST00000347699	2	102313312	102511149
MAPK1	ENST00000215832	22	22108789	22221970
NCDN	ENST00000373243	1	36023074	36032875
BSN	ENST00000296452	3	49591922	49708978
ADRM1	ENST00000253003	20	60877149	60883918
NCOR1	ENST00000268712	17	15932471	16121499
CNOT7	ENST00000361272	8	17086737	17104387
MTM1	ENST00000370396	X	149737069	149841795
BAZ1A	ENST00000360310	14	35221937	35344853
ABL1	ENST00000372348	9	133589333	133763062
JAKMIP2	ENST00000265272	5	146967990	147162338
ZNF516	ENST00000443185	18	74069644	74207146
PTBP1	ENST00000356948	19	797075	812327
CLASP1	ENST00000263710	2	122095352	122407163
HTT	ENST00000355072	4	3076408	3245676
RELN	ENST00000428762	7	103112231	103629963
BRPF1	ENST00000383829	3	9773413	9789702
R3HDM2	ENST00000347140	12	57643392	57824788
MYO9B	ENST00000595618	19	17186591	17325346
PHF2	ENST00000359246	9	96338689	96441869
PAPOLA	ENST00000216277	14	96967770	97033448
ZZZ3	ENST00000370801	1	78028101	78149104
EIF4ENIF1	ENST00000397525	22	31832963	31892094
PSME4	ENST00000404125	2	54091204	54197977
NCL	ENST00000322723	2	232318242	232348352
GLA	ENST00000218516	X	100652791	100662913
GPHN	ENST00000478722	14	66974125	67648520
BRPF3	ENST00000357641	6	36164521	36200567
MSL3	ENST00000312196	X	11776278	11793870
PRPF8	ENST00000572621	17	1553923	1588176
KDM2B	ENST00000377071	12	121866900	122018920
AKT3	ENST00000366539	1	243651535	244014381
HIC2	ENST00000443632	22	21771693	21805752
PNISR	ENST00000369239	6	99845927	99873207
DPP10	ENST00000393147	2	115199876	116603328
MGAT5	ENST00000409645	2	134877554	135212192
NKRF	ENST00000542113	X	118722300	118739858
ADRBK1	ENST00000308595	11	67033881	67054027
ZER1	ENST00000291900	9	131492065	131534693
EXOC5	ENST00000413566	14	57670518	57735726
SF3B3	ENST00000302516	16	70557691	70608820
SYMPK	ENST00000245934	19	46318668	46366548
SPPL3	ENST00000353487	12	121200313	121342174
PKD1	ENST00000262304	16	2138711	2185899
TEK	ENST00000380036	9	27109139	27230173
G3BP2	ENST00000359707	4	76567966	76649709
ZBTB18	ENST00000358704	1	244214585	244220778
PTPN2	ENST00000309660	18	12785477	12929642
ARHGEF12	ENST00000397843	11	120207787	120360645
LAS1L	ENST00000374811	X	64732462	64754655
PLK2	ENST00000274289	5	57749809	57756087
PITPNM2	ENST00000320201	12	123468027	123634562
IDS	ENST00000340855	X	148558521	148615470
DST	ENST00000244364	6	56322785	56819426
DNM2	ENST00000389253	19	10828755	10944164
PDS5B	ENST00000315596	13	33160564	33352157
PTPRT	ENST00000373187	20	40701392	41818610
RPL7	ENST00000352983	8	74202506	74208024
TOX3	ENST00000219746	16	52471917	52581714
CENPB	ENST00000379751	20	3764498	3767337
SERBP1	ENST00000370995	1	67873493	67896098
ZRANB2	ENST00000370920	1	71528974	71546980
HCN1	ENST00000303230	5	45259349	45696253
RELA	ENST00000406246	11	65421067	65430565
COPS3	ENST00000268717	17	17150141	17184607
TFDP2	ENST00000489671	3	141663277	141868386
WDR7	ENST00000254442	18	54318574	54698828
TNIK	ENST00000436636	3	170779128	171178197
ZDHHC17	ENST00000426126	12	77157368	77247476
NOL6	ENST00000297990	9	33461439	33473928
NOVA1	ENST00000539517	14	26912299	27066960
LMTK3	ENST00000270238	19	48988528	49016446
ATP5A1	ENST00000282050	18	43664110	43684300
SLC7A3	ENST00000374299	X	70145432	70150975
MLLT10	ENST00000307729	10	21823094	22032559
MLLT6	ENST00000325718	17	36861795	36886056
RP11-152F13.10	ENST00000562833	15	83208783	83224682
ATP2C1	ENST00000393221	3	130569439	130735556
RNF8	ENST00000373479	6	37321748	37362514
SET	ENST00000372692	9	131445703	131458679
UBE3C	ENST00000348165	7	156931607	157062066
SYCP2	ENST00000357552	20	58438618	58508710
CIC	ENST00000575354	19	42772689	42799949
ACAN	ENST00000439576	15	89346674	89418585
SF1	ENST00000377387	11	64532078	64546258
EPHB2	ENST00000374632	1	23037332	23241818
CSNK2A2	ENST00000262506	16	58191811	58231824
FAT4	ENST00000394329	4	126237554	126414087
NAP1L1	ENST00000261182	12	76438670	76478813
MED12L	ENST00000474524	3	150803484	151154860
ALAS2	ENST00000330807	X	55035488	55057497
CEP350	ENST00000367607	1	179923873	180084015
DDX21	ENST00000354185	10	70715884	70744829
MEIS2	ENST00000561208	15	37181406	37393504
MTF2	ENST00000370298	1	93544792	93604638
MAP3K4	ENST00000392142	6	161412759	161538417
SHANK1	ENST00000293441	19	51165084	51222707
KLHL2	ENST00000514860	4	166128770	166244308
MTOR	ENST00000361445	1	11166592	11322564
PACS1	ENST00000320580	11	65837834	66012218
GLUL	ENST00000311223	1	182350839	182361341
NAV3	ENST00000536525	12	78224685	78606790
NCAM1	ENST00000524665	11	112831997	113149158
SARNP	ENST00000336133	12	56146247	56211540
WWC3	ENST00000380861	X	9983602	10112518
LRRC41	ENST00000343304	1	46726868	46769280
CTNND1	ENST00000399050	11	57520715	57587018
LPHN3	ENST00000514591	4	62066976	62944053
CNKSR2	ENST00000379510	X	21392536	21672813
FXR2	ENST00000250113	17	7494548	7518189
SYK	ENST00000375754	9	93564069	93660831
PTPN12	ENST00000248594	7	77166592	77269388
PAPD7	ENST00000230859	5	6714718	6757161
PARP6	ENST00000569795	15	72533522	72565340
EEF1A2	ENST00000217182	20	62119366	62130505
HNRNPUL1	ENST00000392006	19	41768401	41813503
ZC3H11A	ENST00000545588	1	203764782	203823252
PRRC2A	ENST00000376033	6	31588497	31605548
XKR6	ENST00000416569	8	10753555	11058875
ARID4B	ENST00000264183	1	235294949	235491534
EIF3D	ENST00000216190	22	36906897	36925483
NDST1	ENST00000261797	5	149865381	149937773
PTPRF	ENST00000359947	1	43990858	44089343
LPHN1	ENST00000340736	19	14260750	14316999
ARHGEF7	ENST00000375741	13	111766906	111958084
GPKOW	ENST00000156109	X	48970334	48980151
EED	ENST00000263360	11	85955586	85989855
ZNF423	ENST00000561648	16	49521435	49891830
CUX2	ENST00000261726	12	111471828	111788358
NFATC2	ENST00000396009	20	50003494	50179370
STAT1	ENST00000361099	2	191829084	191885686
TMEM108	ENST00000321871	3	132757235	133116636
DIDO1	ENST00000266070	20	61509090	61569304
PHF20L1	ENST00000395386	8	133787618	133861052
PRDM16	ENST00000270722	1	2985732	3355185
DLL4	ENST00000249749	15	41221538	41231237
SEPT7	ENST00000399034	7	35840542	35944917
CDC73	ENST00000367435	1	193091147	193223031
JARID2	ENST00000341776	6	15246527	15522252
SNRNP70	ENST00000598441	19	49588676	49611862
PRRC2B	ENST00000357304	9	134269480	134375584
SOX5	ENST00000451604	12	23682440	24103966
GRIN2A	ENST00000396573	16	9852376	10276611
PLAG1	ENST00000316981	8	57073463	57123883
ASAP1	ENST00000357668	8	131064353	131455906
CCT5	ENST00000280326	5	10250033	10266524
CNOT2	ENST00000229195	12	70636774	70748773
ELAVL2	ENST00000397312	9	23690102	23826335
SUGP2	ENST00000601879	19	19101697	19144832
RSPRY1	ENST00000537866	16	57220049	57274387
USP37	ENST00000258399	2	219314974	219433084
NRF1	ENST00000393232	7	129251555	129396922
NFKBIZ	ENST00000326172	3	101546835	101579866
RBBP5	ENST00000264515	1	205055270	205091143
DSCAM	ENST00000400454	21	41382926	42219065
TTC7B	ENST00000328459	14	91006932	91282823
PRKD2	ENST00000433867	19	47177532	47220384
PAXBP1	ENST00000331923	21	34106210	34144169
UNK	ENST00000589666	17	73780681	73821886
KIAA2018	ENST00000316407	3	113367232	113415493
AP2M1	ENST00000292807	3	183892477	183901879
NOS1	ENST00000338101	12	117645947	117889975
CBX2	ENST00000310942	17	77751931	77761782
PPARD	ENST00000311565	6	35310335	35395968
YAP1	ENST00000282441	11	101981192	102104154
ESR1	ENST00000440973	6	151977826	152450754
THRAP3	ENST00000354618	1	36690017	36770958
UBE2Q1	ENST00000292211	1	154521053	154531504
RNF31	ENST00000324103	14	24615892	24629870
NYAP1	ENST00000300179	7	100081550	100092422
SCARF2	ENST00000266214	22	20778874	20792146
C20orf112	ENST00000359676	20	31030862	31172876
DOCK9	ENST00000376460	13	99445741	99738879
COL4A5	ENST00000328300	X	107683074	107940775
NR2F1	ENST00000327111	5	92919043	92930321
WNK3	ENST00000354646	X	54219256	54385075
DKC1	ENST00000369550	X	153991031	154005964
SENP5	ENST00000323460	3	196594727	196661585
LGI1	ENST00000371418	10	95517566	95557916
BMPR2	ENST00000374580	2	203241659	203432474
SMARCE1	ENST00000348513	17	38781214	38804760
FURIN	ENST00000268171	15	91411822	91426688
SPTBN4	ENST00000352632	19	40972148	41082370
RPL7A	ENST00000323345	9	136215069	136218281
TENM2	ENST00000518659	5	166711804	167691162
ASIC2	ENST00000225823	17	31340105	32501983
ACTR3B	ENST00000256001	7	152456834	152552463
ARHGAP31	ENST00000264245	3	119013220	119139561
SNX27	ENST00000368843	1	151584541	151671567
AJAP1	ENST00000378191	1	4714792	4852594
PTPRA	ENST00000380393	20	2844830	3019722
GRIK3	ENST00000373091	1	37261128	37499730
MAP1A	ENST00000300231	15	43803156	43823818
CEP170	ENST00000366542	1	243287730	243418650
GDI1	ENST00000447750	X	153665266	153671814
XKR4	ENST00000327381	8	56014949	56454613
HPN	ENST00000262626	19	35531410	35557475
TNS3	ENST00000398879	7	47314752	47622156
MTPAP	ENST00000263063	10	30598730	30663377
VDAC3	ENST00000521158	8	42249142	42263415
SNAP91	ENST00000439399	6	84262599	84419410
EBF2	ENST00000520164	8	25699246	25902913
TAF5L	ENST00000258281	1	229728858	229761794
ZBTB16	ENST00000335953	11	113930315	114121398
AGO3	ENST00000373191	1	36396319	36538101
PPME1	ENST00000328257	11	73882144	73965748
GRIA3	ENST00000264357	X	122318006	122624766
NFKBIA	ENST00000216797	14	35870717	35873955
TENM1	ENST00000422452	X	123509753	124097666
CYBB	ENST00000378588	X	37639264	37672714
SCAF11	ENST00000369367	12	46312914	46385903
TBX18	ENST00000369663	6	85397069	85474237
SEC24B	ENST00000265175	4	110354928	110462052
ZNF280C	ENST00000370978	X	129336685	129402873
ATN1	ENST00000356654	12	7033626	7051484
EXOC8	ENST00000360394	1	231468480	231473598
BHLHE40	ENST00000256495	3	5020801	5027008
SH3KBP1	ENST00000397821	X	19552093	19905719
SKI	ENST00000378536	1	2160134	2241558
DCUN1D5	ENST00000260247	11	102932805	102962944
SOGA1	ENST00000237536	20	35405845	35492089
CHM	ENST00000357749	X	85116185	85302566
RBFOX2	ENST00000438146	22	36134783	36424473
RAE1	ENST00000395841	20	55926066	55954267
RUVBL1	ENST00000322623	3	127783621	127872757
SMEK1	ENST00000554684	14	91923955	91976898
TBR1	ENST00000389554	2	162272605	162282381
PSMD13	ENST00000431206	11	236546	252983
GLI3	ENST00000395925	7	42000548	42277469
SGIP1	ENST00000371037	1	66999066	67213982
FOXP3	ENST00000376207	X	49106897	49121288
KIAA0232	ENST00000307659	4	6783102	6885897
WDR44	ENST00000254029	X	117480036	117583924
CACNG3	ENST00000005284	16	24266874	24374122
SIN3B	ENST00000379803	19	16940211	16991164
ATRN	ENST00000262919	20	3451687	3631769
KLHL15	ENST00000328046	X	24001837	24045303
ACTR2	ENST00000377982	2	65454887	65498387
GLYR1	ENST00000321919	16	4853204	4897343
